respondent_id,persona,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_occupation,Q6_monthly_income,Q7_family_structure,Q8_cultural_affinity,Q9_banarasi_familiarity,Q10_sustainability_importance,Q11_purchase_frequency,Q23_per_txn_spend,Q24_annual_spending,Q25_premium_willingness,Q28_purchase_likelihood,Q12_occasion_Weddings,Q12_occasion_Festivals,Q12_occasion_Gifting,Q12_occasion_Personal_use___Self-reward,Q12_occasion_Home_renovation___Interior_decoration,Q12_occasion_Corporate___Business_gifting,Q12_occasion_No_specific_occasion,Q13_channel_Online_marketplaces_Amazon_Flipkart_Myntra,Q13_channel_Specialty_artisan_platforms_Jaypore_iTokri_Okhai,Q13_channel_Brands_own_website___D2C_store,Q13_channel_Physical_retail_stores___Showrooms,Q13_channel_Exhibitions___Handicraft_fairs,Q13_channel_Directly_from_artisans___Weavers,Q13_channel_Social_media_Instagram_WhatsApp_sellers,Q13_channel_YouTube___Influencer_recommendations,Q13_channel_Word_of_mouth_from_family___friends,Q13_channel_Email_newsletters___WhatsApp_broadcast,Q14_factor_Authenticity___GI_certification,Q14_factor_Price___Value_for_money,Q14_factor_Design_and_aesthetics,Q14_factor_Brand_reputation___Trust,Q14_factor_Artisan_story___Handmade_appeal,Q14_factor_Ease_of_availability,Q14_factor_Recommendations_from_family___friends,Q14_factor_Social_media___Influencer_endorsement,Q14_factor_Sustainability___Eco-friendliness,Q14_factor_Uniqueness___Not_mass-produced,Q15_source_FabIndia,Q15_source_Taneira_Titan_Tata,Q15_source_Local_artisan_shops___Weaver_cooperatives,Q15_source_Amazon___Flipkart_ethnic_section,Q15_source_Jaypore___iTokri___Okhai___GoCoop,Q15_source_Myntra___Nykaa_Fashion,Q15_source_Exhibitions___Craft_melas,Q15_source_Directly_from_Varanasi___Other_craft_cities,Q15_source_I_dont_currently_buy_such_products,Q16_product_Banarasi_Silk_Sarees_and_Textiles,Q16_product_Handwoven_Carpets_and_Rugs,Q16_product_Brass_and_Copper_Artware,Q16_product_Premium_Banarasi_Paan,Q16_product_Gulabi_Meenakari_Craft,Q16_product_None_of_the_above,Q17_saree_type_Pure_Katan_Silk,Q17_saree_type_Organza_Banarasi,Q17_saree_type_Tissue_Silk,Q17_saree_type_Banarasi_Georgette,Q17_saree_type_Banarasi_Cotton_Silk,Q17_saree_type_Silk_Stoles___Dupattas,Q18_saree_color_Red___Maroon___Crimson,Q18_saree_color_Gold___Beige___Cream,Q18_saree_color_Royal_Blue___Navy,Q18_saree_color_Green___Emerald___Teal,Q18_saree_color_Pink___Magenta___Peach,Q18_saree_color_Black___Charcoal,Q18_saree_color_Purple___Lavender,Q18_saree_color_Yellow___Mustard,Q18_saree_color_Pastel_shades,Q18_saree_color_Multi-color___Contrast_combinations,Q19_carpet_type_Large_floor_carpets_6x9_ft+,Q19_carpet_type_Accent___Area_rugs_4x6_ft,Q19_carpet_type_Bedside_runners,Q19_carpet_type_Wall_hangings___Tapestries,Q19_carpet_type_Table_runners___Small_mats,Q19_carpet_type_Prayer_rugs,Q20_brass_Pooja_thali_sets_and_diyas,Q20_brass_Decorative_idols_and_figurines,Q20_brass_Planters_and_vases,Q20_brass_Serving_trays_and_bowls,Q20_brass_Wall_plates_and_hangings,Q20_brass_Candle_holders_and_lanterns,Q20_brass_Kitchen_utensils_traditional,Q21_paan_Classic_Meetha_Paan,Q21_paan_Saada_Paan,Q21_paan_Chocolate_Paan,Q21_paan_Dry_Fruit___Panchmeva_Paan,Q21_paan_Fire_Paan,Q21_paan_Ice_Paan,Q21_paan_Flavored_Paan_rose_kesar_gulkand,Q22_meenakari_Jewelry_pendants_earrings_bracelets,Q22_meenakari_Decorative_figurines,Q22_meenakari_Jewelry_boxes_and_trinket_boxes,Q22_meenakari_Serving_trays_and_plates,Q22_meenakari_Photo_frames,Q22_meenakari_Festive___Wedding_favors,Q26_barrier_Doubt_about_product_authenticity,Q26_barrier_Price_too_high,Q26_barrier_Cannot_assess_quality_online,Q26_barrier_No_easy_return_exchange_policy,Q26_barrier_Worried_about_shipping_damage,Q26_barrier_Products_feel_old-fashioned,Q26_barrier_Dont_know_trusted_sellers,Q26_barrier_Prefer_physical_stores_only,Q26_barrier_No_concerns_-_comfortable_buying_online,Q27_trust_Certificate_of_authenticity___GI_tag,Q27_trust_Video_of_artisan_making_product,Q27_trust_Detailed_product_photos_videos_360°,Q27_trust_Easy_30-day_return_policy,Q27_trust_Cash_on_delivery_COD,Q27_trust_Customer_reviews_with_real_photos,Q27_trust_Live_video_call_with_seller,Q27_trust_Trusted_brand___Celebrity_endorsement,Q27_trust_Nothing_-_only_buy_from_physical_stores
R0024,Modern Occasional Buyer,25-34,Male,Haryana,Metro,Salaried Professional,"Below ₹25,000",Single parent,Open to traditional if modern/contemporary design,Not familiar at all,Somewhat Important — nice to have,Rarely,"₹15,001 – ₹30,000",11400,Not sure,Neutral,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
R0025,Sustainability Millennial,25-34,Male,West Bengal,Metro,Salaried Professional,"₹1,00,001 – ₹2,00,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Quarterly,"₹5,001 – ₹15,000",35200,Definitely not,Likely,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
R0026,Modern Occasional Buyer,45-54,Male,Haryana,Tier-1,Business Owner / Self-Employed,"₹25,000 – ₹50,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Quarterly,"₹30,001 – ₹50,000",145600,Not sure,Neutral,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
R0027,Sustainability Millennial,25-34,Female,Karnataka,Tier-2,Homemaker,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Twice a year,"₹15,001 – ₹30,000",70100,Probably yes,Highly Likely,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
R0028,Premium Traditionalist,35-44,Non-binary / Prefer not to say,Maharashtra,Metro,Salaried Professional,"Above ₹2,00,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Quarterly,"₹30,001 – ₹50,000",265500,"Yes, definitely",Likely,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
R0029,Premium Traditionalist,35-44,Male,Telangana,Tier-1,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Twice a year,"₹15,001 – ₹30,000",100300,"Yes, definitely",Highly Likely,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
R0030,Modern Occasional Buyer,18-24,Female,Delhi,Metro,Student,"₹25,000 – ₹50,000","Single, living with parents / family",Prefer modern/western; sometimes buy traditional as gifts,Slightly familiar — heard of sarees only,Very Important — primary reason for handcrafted,Never,"₹30,001 – ₹50,000",627,"Yes, definitely",Neutral,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
R0031,Modern Occasional Buyer,35-44,Male,West Bengal,Tier-1,Salaried Professional,"Below ₹25,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Monthly,"₹15,001 – ₹30,000",125800,"Yes, definitely",Highly Likely,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
R0032,Unaware / Low Interest,18-24,Female,Delhi,Metro,Student,"Above ₹2,00,000","Single, living with parents / family",Open to traditional if modern/contemporary design,Not familiar at all,Important — influences alongside other factors,Rarely,"₹1,000 – ₹5,000",2400,Probably not,Highly Unlikely,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
R0033,Unaware / Low Interest,18-24,Female,Uttar Pradesh,Tier-3 / Small Town,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, no children (nuclear)",Little to no interest in traditional/handcrafted products,Not familiar at all,Not Important — focus on quality and price only,Never,"Below ₹1,000",607,Not sure,Unlikely,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
R0034,Premium Traditionalist,55+,Non-binary / Prefer not to say,Manipur,Tier-1,Business Owner / Self-Employed,"Above ₹2,00,000","Married, living in a joint family",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Important — influences alongside other factors,Never,"₹30,001 – ₹50,000",653,Not sure,Highly Likely,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0
R0035,Modern Occasional Buyer,55+,Female,Maharashtra,Tier-1,Retired,"₹50,001 – ₹1,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Very Important — primary reason for handcrafted,Rarely,"₹5,001 – ₹15,000",15300,Probably not,Neutral,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
R0036,Gift-Focused Corporate,45-54,Male,Tripura,Tier-1,Salaried Professional,"₹50,001 – ₹1,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Not familiar at all,Not Important — focus on quality and price only,Twice a year,"₹15,001 – ₹30,000",74400,Not sure,Highly Likely,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
R0037,Budget Festival Shopper,25-34,Male,Jammu & Kashmir,Tier-3 / Small Town,Salaried Professional,"₹1,00,001 – ₹2,00,000","Single, living with parents / family",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Twice a year,"₹1,000 – ₹5,000",4700,Probably not,Likely,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
R0038,Budget Festival Shopper,18-24,Male,Bihar,Rural,Student,"Below ₹25,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Twice a year,"₹1,000 – ₹5,000",5900,Not sure,Neutral,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
R0039,Sustainability Millennial,35-44,Male,West Bengal,Metro,Salaried Professional,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Quarterly,"₹5,001 – ₹15,000",64900,Probably yes,Likely,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0
R0040,Modern Occasional Buyer,25-34,Male,Gujarat,Tier-3 / Small Town,Other,"Below ₹25,000","Single, living with parents / family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Very Important — primary reason for handcrafted,Twice a year,"₹15,001 – ₹30,000",25400,Not sure,Highly Likely,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
R0041,Premium Traditionalist,18-24,Female,Kerala,Tier-2,Other,"Above ₹2,00,000","Single, living with parents / family",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Very Important — primary reason for handcrafted,Twice a year,"₹30,001 – ₹50,000",100200,Not sure,Highly Likely,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
R0042,Modern Occasional Buyer,25-34,Female,Delhi,Metro,Salaried Professional,"₹25,000 – ₹50,000","Married, no children (nuclear)",Prefer modern/western; sometimes buy traditional as gifts,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Twice a year,"₹1,000 – ₹5,000",3700,"Yes, definitely",Likely,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
R0043,Sustainability Millennial,18-24,Female,Tamil Nadu,Metro,Salaried Professional,"₹50,001 – ₹1,00,000","Married, no children (nuclear)",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Important — influences alongside other factors,Twice a year,"₹1,000 – ₹5,000",7000,Probably yes,Highly Likely,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
R0044,Premium Traditionalist,45-54,Male,Rajasthan,Tier-1,Homemaker,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Very familiar — purchased before,Very Important — primary reason for handcrafted,Quarterly,"₹1,000 – ₹5,000",13300,Definitely not,Highly Likely,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0
R0045,Premium Traditionalist,25-34,Female,Karnataka,Tier-1,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Twice a year,"Below ₹1,000",2300,Probably yes,Highly Likely,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
R0046,Modern Occasional Buyer,35-44,Female,Karnataka,Tier-2,Salaried Professional,"₹50,001 – ₹1,00,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Not Important — focus on quality and price only,Quarterly,"₹1,000 – ₹5,000",10400,Probably yes,Likely,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
R0047,Premium Traditionalist,25-34,Male,Delhi,Metro,Homemaker,"₹25,000 – ₹50,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Important — influences alongside other factors,Monthly,"₹15,001 – ₹30,000",116700,Probably not,Highly Likely,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0
R0048,Modern Occasional Buyer,35-44,Female,Gujarat,Tier-2,Salaried Professional,"Below ₹25,000",Single parent,Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Important — influences alongside other factors,Quarterly,"₹15,001 – ₹30,000",95000,Not sure,Highly Likely,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0
R0049,Unaware / Low Interest,35-44,Female,Punjab,Tier-3 / Small Town,Homemaker,"₹50,001 – ₹1,00,000","Married, living in a joint family",Prefer modern/western; sometimes buy traditional as gifts,Very familiar — purchased before,Not Important — focus on quality and price only,Never,"Below ₹1,000",674,Probably not,Unlikely,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
R0050,Premium Traditionalist,25-34,Male,Maharashtra,Tier-3 / Small Town,Salaried Professional,"Above ₹2,00,000","Single, living with parents / family",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Monthly,"₹15,001 – ₹30,000",331201,Probably yes,Highly Likely,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
R0051,Sustainability Millennial,55+,Female,Assam,Tier-2,Business Owner / Self-Employed,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Very familiar — purchased before,Very Important — primary reason for handcrafted,Rarely,"₹15,001 – ₹30,000",17700,Not sure,Highly Likely,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
R0052,Budget Festival Shopper,35-44,Female,West Bengal,Tier-3 / Small Town,Salaried Professional,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Not Important — focus on quality and price only,Twice a year,"₹15,001 – ₹30,000",52700,Probably yes,Likely,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
R0053,Budget Festival Shopper,55+,Male,Haryana,Tier-2,Other,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Twice a year,"₹15,001 – ₹30,000",71100,Probably yes,Neutral,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0
R0054,Budget Festival Shopper,45-54,Female,Gujarat,Tier-1,Homemaker,"₹25,000 – ₹50,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Rarely,"Below ₹1,000",500,Not sure,Neutral,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
R0055,Modern Occasional Buyer,35-44,Female,Bihar,Tier-3 / Small Town,Homemaker,"₹50,001 – ₹1,00,000","Married, living in a joint family",Prefer modern/western; sometimes buy traditional as gifts,Very familiar — purchased before,Somewhat Important — nice to have,Twice a year,"₹1,000 – ₹5,000",5400,Probably yes,Highly Likely,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1
